"Component";"Component Name";"Category Code";"Category String";"Sequence No";"Message";"Description";"Exception Class";
"CTX";"CONTEXT";"7";"INTERNAL_ERROR";"9";"Cannot remove object %s from cache.";"TODO";"com.openexchange.groupware.contexts.ContextException";
"CTX";"CONTEXT";"8";"CODE_ERROR";"6";"SQL problem: %1$s.";"TODO";"com.openexchange.groupware.contexts.ContextException";
"CTX";"CONTEXT";"10";"SETUP_ERROR";"1";"Cannot resolve mailadmin for context %d.";"TODO";"com.openexchange.groupware.contexts.ContextException";
"CTX";"CONTEXT";"10";"SETUP_ERROR";"2";"Cannot find context %d.";"TODO";"com.openexchange.groupware.contexts.ContextException";
"CTX";"CONTEXT";"10";"SETUP_ERROR";"8";"Problem initializing the cache.";"TODO";"com.openexchange.groupware.contexts.ContextException";
"FLS";"FILESTORE";"1";"USER_INPUT";"3";"The file cannot be added to filestore. File size: %s Quota: %s Used: %s";"TODO";"com.openexchange.tools.file.QuotaFileStorageException";
"FLS";"FILESTORE";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"3";"An IO error occurred: %s";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"4";"Couldn't reach the filestore: %s";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"13";"Cannot remove lock file.";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"14";"Cannot create lock file.";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"15";"Cannot create file %1$s.";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"305";"Can't access DBPool";"No Description";"";
"FLS";"FILESTORE";"7";"INTERNAL_ERROR";"4";"Got a FileStorageException for FileStorage with id %s in context %s. Underlying message is: %s. Check the StackTrace.";"TODO";"com.openexchange.tools.file.QuotaFileStorageException";
"FLS";"FILESTORE";"8";"CODE_ERROR";"1";"Invalid constructor parameter at %1$d with type %2$s.";"TODO";"com.openexchange.tools.file.QuotaFileStorageException";
"FLS";"FILESTORE";"8";"CODE_ERROR";"2";"An invalid SQL query was sent to the server.";"TODO";"com.openexchange.tools.file.QuotaFileStorageException";
"FLS";"FILESTORE";"8";"CODE_ERROR";"5";"Invalid constructor parameter at %1$d with type %2$s.";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"8";"CODE_ERROR";"7";"'Depth' must be >= 1 but is %1$d.";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"8";"CODE_ERROR";"8";"'Entries' must be >= 1 but is %1$d.";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"8";"CODE_ERROR";"9";"Unsupported encoding.";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"8";"CODE_ERROR";"10";"Number parsing problem.";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"8";"CODE_ERROR";"12";"'Depth' mismatch while computing next entry.";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"8";"CODE_ERROR";"201";"Wrong filestore %1$d for context %2$d needing filestore %3$d.";"";"";
"FLS";"FILESTORE";"8";"CODE_ERROR";"306";"Got SQL Exception";"No Description";"";
"FLS";"FILESTORE";"10";"SETUP_ERROR";"1";"Cannot find property %s.";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"10";"SETUP_ERROR";"2";"Class %s can not be loaded.";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"10";"SETUP_ERROR";"6";"Cannot create directory "%1$s" for FileStorage.";"TODO";"com.openexchange.tools.file.FileStorageException";
"FLS";"FILESTORE";"10";"SETUP_ERROR";"202";"Problem with URI when creating context specific filestore location.";"";"";
"FLS";"FILESTORE";"10";"SETUP_ERROR";"303";"Cannot find filestore with id %1$d.";"";"";
"FLS";"FILESTORE";"10";"SETUP_ERROR";"304";"Cannot create URI from "%1$s".";"";"";
"FLS";"FILESTORE";"11";"EXTERNAL_RESOURCE_FULL";"11";"File storage is full.";"TODO";"com.openexchange.tools.file.FileStorageException";
"SVL";"SERVLET";"4";"TRY_AGAIN";"3";"Invalid cookie.";"TODO";"com.openexchange.tools.servlet.OXJSONException";
"SVL";"SERVLET";"7";"INTERNAL_ERROR";"5";"I/O error while writing to Writer object: %s";"TODO";"com.openexchange.tools.servlet.AjaxException";
"SVL";"SERVLET";"8";"CODE_ERROR";"1";"Unknown AJAX action: %s.";"TODO";"com.openexchange.tools.servlet.AjaxException";
"SVL";"SERVLET";"8";"CODE_ERROR";"1";"Exception while writing JSON.";"TODO";"com.openexchange.tools.servlet.OXJSONException";
"SVL";"SERVLET";"8";"CODE_ERROR";"2";"Missing the following field: %s";"TODO";"com.openexchange.tools.servlet.AjaxException";
"SVL";"SERVLET";"8";"CODE_ERROR";"2";"Exception while parsing JSON: "%s".";"TODO";"com.openexchange.tools.servlet.OXJSONException";
"SVL";"SERVLET";"8";"CODE_ERROR";"3";"Missing upload image.";"TODO";"com.openexchange.tools.servlet.AjaxException";
"SVL";"SERVLET";"8";"CODE_ERROR";"4";"Invalid parameter: %s";"TODO";"com.openexchange.tools.servlet.AjaxException";
"SVL";"SERVLET";"8";"CODE_ERROR";"4";"Exception while building JSON.";"TODO";"com.openexchange.tools.servlet.OXJSONException";
"SVL";"SERVLET";"8";"CODE_ERROR";"4";"Servlet mappings could not be loaded due to following error: %s";"TODO";"com.openexchange.tools.servlet.OXServletException";
"SVL";"SERVLET";"8";"CODE_ERROR";"6";"Missing parameter: %s";"TODO";"com.openexchange.tools.servlet.AjaxException";
"SVL";"SERVLET";"8";"CODE_ERROR";"7";"SecurityException while loading servlet class "%s"";"TODO";"com.openexchange.tools.servlet.OXServletException";
"SVL";"SERVLET";"8";"CODE_ERROR";"8";"Couldn't find servlet class "%s"";"TODO";"com.openexchange.tools.servlet.OXServletException";
"SVL";"SERVLET";"8";"CODE_ERROR";"9";"No default constructor specified in servlet class "%s"";"TODO";"com.openexchange.tools.servlet.OXServletException";
"SVL";"SERVLET";"10";"SETUP_ERROR";"1";"Missing property %s in 'system.properties'";"TODO";"com.openexchange.tools.servlet.OXServletException";
"SVL";"SERVLET";"10";"SETUP_ERROR";"2";"Servlet mapping directory does not exist: %s";"TODO";"com.openexchange.tools.servlet.OXServletException";
"SVL";"SERVLET";"10";"SETUP_ERROR";"3";"File is not a directory: %s";"TODO";"com.openexchange.tools.servlet.OXServletException";
"SVL";"SERVLET";"10";"SETUP_ERROR";"5";"No servlet class name found for key "%s". Please check servlet mappings.";"TODO";"com.openexchange.tools.servlet.OXServletException";
"SVL";"SERVLET";"10";"SETUP_ERROR";"6";"Name "%s" already mapped to "%s". Ignoring servlet class "%s"";"TODO";"com.openexchange.tools.servlet.OXServletException";
"CFG";"CONFIGURATION";"8";"CODE_ERROR";"8";"Property %s is not an integer";"TODO";"com.openexchange.configuration.ConfigurationException";
"CFG";"CONFIGURATION";"10";"SETUP_ERROR";"1";"Filename for property file is not defined.";"TODO";"com.openexchange.configuration.ConfigurationException";
"CFG";"CONFIGURATION";"10";"SETUP_ERROR";"2";"File "%s" does not exist.";"TODO";"com.openexchange.configuration.ConfigurationException";
"CFG";"CONFIGURATION";"10";"SETUP_ERROR";"3";"File "%s" is not readable.";"TODO";"com.openexchange.configuration.ConfigurationException";
"CFG";"CONFIGURATION";"10";"SETUP_ERROR";"4";"Cannot read file "%s".";"TODO";"com.openexchange.configuration.ConfigurationException";
"CFG";"CONFIGURATION";"10";"SETUP_ERROR";"5";"Property "%s" is not defined.";"TODO";"com.openexchange.configuration.ConfigurationException";
"CFG";"CONFIGURATION";"10";"SETUP_ERROR";"6";"Cannot load class "%s".";"TODO";"com.openexchange.configuration.ConfigurationException";
"CFG";"CONFIGURATION";"10";"SETUP_ERROR";"7";"Invalid configuration: %s";"TODO";"com.openexchange.configuration.ConfigurationException";
"TAX";"TRANSACTION";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"100";"Database cannot be reached.";"The Database does not seem to be reachable. This must be fixed by the system administration";"";
"TAX";"TRANSACTION";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"101";"Database cannot be reached.";"The Database does not seem to be reachable. This must be fixed by the system administration";"";
"TAX";"TRANSACTION";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"400";"Cannot commit transaction to write DB";"";"";
"TAX";"TRANSACTION";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"401";"Cannot rollback transaction in write DB";"";"";
"TAX";"TRANSACTION";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"402";"Cannot finish transaction";"";"";
"TAX";"TRANSACTION";"7";"INTERNAL_ERROR";"201";"This transaction could not be fully undone. Some components are probably not consistent anymore. Run the recovery tool!";"This transaction could not be fully undone. Some components are probably not consistent anymore. Run the recovery tool!";"";
"ATT";"ATTACHMENT";"1";"USER_INPUT";"401";"Attachments must contain a file.";"An Attachment must contain a file, otherwise it's invalid.";"";
"ATT";"ATTACHMENT";"1";"USER_INPUT";"405";"The attachment you requested no longer exists. Please refresh the view.";"An attachment with the given ID does not exist, so it cannot be downloaded.";"";
"ATT";"ATTACHMENT";"1";"USER_INPUT";"413";"The attachment you requested no longer exists. Please refresh the view.";"The Attachment does not exist (anymore). Reloading the view will propably help.";"";
"ATT";"ATTACHMENT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"400";"Could not save file to the file store.";"The file could not be saved in the file store. This probably means that the file store is not reachable.";"";
"ATT";"ATTACHMENT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"404";"Could not retrieve file: %s";"A file could not be loaded from the file store. This means either that the file does not exist (and your database is inconsistent), or that the file store is not reachable.";"";
"ATT";"ATTACHMENT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"415";"Could not delete file from file store. Filestore: %s Context: %s";"A file could not be removed from the file store. This can lead to inconsistencies if the change could not be undone. Keep your eyes peeled for messages indicating an inconsistency between DB and file store.";"";
"ATT";"ATTACHMENT";"7";"INTERNAL_ERROR";"407";"Could not delete attachment.";"An error occurred while retrieving the attachments that should be deleted.";"";
"ATT";"ATTACHMENT";"7";"INTERNAL_ERROR";"408";"Could not find an attachment with the file_id %s. Either the file is orphaned or belongs to another module.";"Didn't find an attachment with the given file_id, so the file is propably orphaned or does not belong to the Attachments.";"";
"ATT";"ATTACHMENT";"7";"INTERNAL_ERROR";"600";"Changes done to the object this attachment was added to could not be undone. Your database is probably inconsistent, run the consistency tool.";"Changes done to the object this attachment was added to could not be undone. Your database is probably inconsistent, run the consistency tool.";"";
"ATT";"ATTACHMENT";"7";"INTERNAL_ERROR";"600";"Changes were made to the object of this attachment and cannot be undone. Your database is probably inconsistent, run the consistency tool.";"Changes done to the object this attachment was added to could not be undone. Your database is probably inconsistent, run the consistency tool.";"";
"ATT";"ATTACHMENT";"7";"INTERNAL_ERROR";"601";"An error occurred attaching to the given object.";"An error occurred attaching to the given object.";"";
"ATT";"ATTACHMENT";"7";"INTERNAL_ERROR";"601";"An error occurred attaching to the given object.";"An error occurred attaching to the given object.";"";
"ATT";"ATTACHMENT";"7";"INTERNAL_ERROR";"602";"The Object could not be detached because the update to an underlying object failed.";"The Object could not be detached because the update to an underlying object failed.";"";
"ATT";"ATTACHMENT";"7";"INTERNAL_ERROR";"602";"The object could not be detached because the update to an underlying object failed.";"The object could not be detached because the update to an underlying object failed.";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"100";"Invalid SQL Query: %s";"An invalid SQL Query was sent to the Server. This can only be fixed in R&D.";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"101";"Invalid SQL Query: %s";"An invalid SQL Query was sent to the Server. This can only be fixed in R&D.";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"200";"Invalid SQL query: %s";"An invalid SQL query was sent to the Server. This can only be fixed in R&D.";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"201";"Invalid SQL query: %s";"An invalid SQL query was sent to the Server. This can only be fixed in R&D.";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"300";"Invalid SQL Query: %s";"An invalid SQL Query was sent to the Server. This can only be fixed in R&D.";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"301";"Invalid SQL Query: %s";"An invalid SQL Query was sent to the Server. This can only be fixed in R&D.";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"402";"Cannot generate ID for new attachment: %s";"An SQL Error occurred while trying to generate an id for the new attachment.";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"403";"Invalid SQL query: %s";"An invalid SQL query was sent to the server";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"406";"Invalid SQL query: %s";"An invalid SQL query was sent to the database.";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"409";"Invalid SQL query: %s";"An invalid SQL query was sent to the database.";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"410";"Invalid SQL query: %s";"An invalid SQL query was sent to the database";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"411";"Invalid SQL query: %s";"An invalid SQL query was sent to the database.";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"412";"Invalid SQL query: %s";"An invalid SQL query was sent to the database.";"";
"ATT";"ATTACHMENT";"8";"CODE_ERROR";"414";"Invalid SQL query: %s";"An invalid SQL query was snet to the database.";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"202";"User input error %s";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"302";"User input error %s";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"502";"User input error %s";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"505";"Broken file uploaded: %s";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"506";"Cowardly refusing to import an entry flagged as confidential.";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"509";"The element %s is not supported.";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"510";"Couldn't convert object: %s";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"602";"User input error %s";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"605";"Could not recognize format of the following data: %s";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"800";"Can only import into one folder at a time.";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"804";"Could not translate a single column title. Is this a valid CSV file?";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"805";"Could not translate a single field of information, did not insert entry %s.";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"1000";"Broken CSV file: Lines have different number of cells, line #1 has %d, line #%d has %d. Is this really a CSV file?";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"1200";"Cannot translate id=%d to a constant from Types.";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"1201";"Cannot translate id=%d to a constant from FolderObject.";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"1300";"Can only handle one file, not %s";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"1301";"Unknown format: %s";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"1302";"Uploaded file is of type %s, cannot handle that";"";"";
"I_E";"IMPORT_EXPORT";"1";"USER_INPUT";"1303";"Empty file uploaded.";"";"";
"I_E";"IMPORT_EXPORT";"3";"PERMISSION";"100";"Could not export the folder %s in the format %s.";"";"";
"I_E";"IMPORT_EXPORT";"3";"PERMISSION";"200";"Could not import into the folder %s.";"";"";
"I_E";"IMPORT_EXPORT";"3";"PERMISSION";"300";"Could not import into the folder %s.";"";"";
"I_E";"IMPORT_EXPORT";"3";"PERMISSION";"500";"Could not import into the folder %s.";"";"";
"I_E";"IMPORT_EXPORT";"3";"PERMISSION";"507";"Module Calendar not enabled for user, cannot import appointments.";"";"";
"I_E";"IMPORT_EXPORT";"3";"PERMISSION";"508";"Module Tasks not enabled for user, cannot import tasks.";"";"";
"I_E";"IMPORT_EXPORT";"3";"PERMISSION";"600";"Could not import into the folder %s.";"";"";
"I_E";"IMPORT_EXPORT";"3";"PERMISSION";"607";"Module Contacts is not enabled for this user, cannot store contacts contained in VCard.";"";"";
"I_E";"IMPORT_EXPORT";"3";"PERMISSION";"806";"Module Contacts not enabled for user, cannot import contacts";"";"";
"I_E";"IMPORT_EXPORT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"101";"Could not load folder %s";"";"";
"I_E";"IMPORT_EXPORT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"102";"Could not load contacts";"";"";
"I_E";"IMPORT_EXPORT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"201";"Could not import into folder %s";"";"";
"I_E";"IMPORT_EXPORT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"301";"Could not import into folder %s";"";"";
"I_E";"IMPORT_EXPORT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"501";"Subsystem down";"";"";
"I_E";"IMPORT_EXPORT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"601";"Subsystem down";"";"";
"I_E";"IMPORT_EXPORT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"900";"Could not load folder %s";"";"";
"I_E";"IMPORT_EXPORT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"1100";"Cannot find an importer for format %s into folders %s";"";"";
"I_E";"IMPORT_EXPORT";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"1101";"Cannot find an exporter for folder %s to format %s";"";"";
"I_E";"IMPORT_EXPORT";"7";"INTERNAL_ERROR";"104";"Could not encode as UTF-8";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"103";"Could not create folder id from string %s";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"203";"Could not import into folder %s";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"204";"Could not load folder %s";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"303";"Could not import into folder %s";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"503";"Programming error";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"504";"Could not load folder %s";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"603";"Programming error - folder %s";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"604";"Could not load folder %s";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"606";"Could not use UTF-8 encoding.";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"801";"Cannot import this kind of data. Use method canImport() first.";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"802";"Cannot read given InputStream.";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"901";"Could not create folder id from string %s";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"902";"Could not read InputStream as string";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"903";"Missing ability to encode or decode UTF-8 on server, cannot read file.";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"1001";"Illegal state: Found data after presumed last line.";"";"";
"I_E";"IMPORT_EXPORT";"8";"CODE_ERROR";"1304";"Could not send results of importing process.";"";"";
"I_E";"IMPORT_EXPORT";"12";"TRUNCATED";"1500";"The following field(s) are too long to be imported: %s";"";"";
"I_E";"IMPORT_EXPORT";"12";"TRUNCATED";"1600";"The following field(s) are too long to be imported: %s";"";"";
"I_E";"IMPORT_EXPORT";"13";"WARNING";"803";"Could not find the following fields %s";"";"";
"UPD";"UPDATE";"3";"PERMISSION";"108";"Update conflict detected. Another process is currently updating schema %1$s.";"";"";
"UPD";"UPDATE";"3";"PERMISSION";"112";"Update conflict detected. Schema %1$s is not marked as LOCKED.";"";"";
"UPD";"UPDATE";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"801";"Cannot get database connection.";"";"";
"UPD";"UPDATE";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"803";"Cannot get database connection.";"";"";
"UPD";"UPDATE";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"805";"Cannot get database connection.";"";"";
"UPD";"UPDATE";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"901";"Cannot get database connection.";"";"";
"UPD";"UPDATE";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"903";"Cannot get database connection.";"";"";
"UPD";"UPDATE";"5";"SUBSYSTEM_OR_SERVICE_DOWN";"908";"Cannot get database connection.";"";"";
"UPD";"UPDATE";"7";"INTERNAL_ERROR";"107";"Though expected, SQL query returned no result.";"";"";
"UPD";"UPDATE";"7";"INTERNAL_ERROR";"109";"Table update failed. Schema %1$s could not be locked.";"";"";
"UPD";"UPDATE";"7";"INTERNAL_ERROR";"111";"Though expected, SQL query returned no result.";"";"";
"UPD";"UPDATE";"7";"INTERNAL_ERROR";"113";"Table update failed. Schema %1$s could not be unlocked.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"101";"An SQL error occurred while reading schema version information: %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"103";"An SQL exception occurred while checking for schema version table: %1$s.";"Checking if a table exist failed.";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"106";"An SQL error occurred while reading schema version information: %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"110";"An SQL error occurred while reading schema version information: %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"114";"An SQL error occurred while creating table 'version': %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"115";"A database error occurred while creating table 'version': %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"116";"A database error occurred while reading schema version information: %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"601";"Update process initialization failed: %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"701";"An SQL error occurred while performing task CreateTableVersion: %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"701";"An SQL error occurred while performing task DelFolderTreeTableUpdateTask: %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"701";"An SQL error occurred while performing task PasswordMechUpdateTask: %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"701";"An SQL error occurred while performing task SpamUpdateTask: %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"701";"An SQL error occurred while performing task DelFolderTreeTableUpdateTask: %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"702";"An SQL error occurred while performing task PasswordMechUpdateTask: %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"702";"An SQL error occurred while performing task PasswordMechUpdateTask: %1$s.";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"802";"SQL Problem: "%s".";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"804";"SQL Problem: "%s".";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"806";"SQL Problem: "%s".";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"807";"SQL Problem: "%s".";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"808";"SQL Problem: "%s".";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"902";"SQL Problem: "%s".";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"904";"SQL Problem: "%s".";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"905";"SQL Problem: "%s".";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"906";"SQL Problem: "%s".";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"907";"SQL Problem: "%s".";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"909";"SQL Problem: "%s".";"";"";
"UPD";"UPDATE";"8";"CODE_ERROR";"910";"SQL Problem: "%s".";"";"";
"UPD";"UPDATE";"10";"SETUP_ERROR";"102";"No row found in table update.";"";"";
"UPD";"UPDATE";"10";"SETUP_ERROR";"104";"Multiple rows found.";"";"";
"UPD";"UPDATE";"10";"SETUP_ERROR";"105";"Resolving schema for context %1$d failed.";"Strange context identifier or a mapping is missing.";"";
"UPD";"UPDATE";"10";"SETUP_ERROR";"301";"Class %1$s can not be loaded.";"";"";
"UPD";"UPDATE";"10";"SETUP_ERROR";"302";"Cannot instantiate class %1$s.";"";"";
"UPD";"UPDATE";"10";"SETUP_ERROR";"501";"Cannot instantiate updater implementation %1$s.";"";"";
"SES";"SESSION";"3";"PERMISSION";"205";"Wrong client IP address.";"If a session exists every request is checked for its client IP address to match the one while creating the session.";"";
"SES";"SESSION";"4";"TRY_AGAIN";"203";"Your session %s expired. Please start a new browser session.";"A session with the given identifier can not be found.";"";
"SES";"SESSION";"4";"TRY_AGAIN";"204";"Context is locked.";"";"";
"SES";"SESSION";"8";"CODE_ERROR";"201";"The session parameter is missing.";"Every AJAX request must contain a parameter named session that value contains the identifier of the session cookie.";"";
"SES";"SESSION";"8";"CODE_ERROR";"202";"The cookie with the session identifier is missing.";"Your browser does not send the cookie for identifying your session.";"";
"SPC";"SPELLCHECK";"8";"CODE_ERROR";"206";"An I/O error occurred: %1$s.";"";"";
"SPC";"SPELLCHECK";"10";"SETUP_ERROR";"201";"No SpellCheckConfig loaded.";"";"";
"SPC";"SPELLCHECK";"10";"SETUP_ERROR";"202";"No dictionary could be found for language: %1$s.";"";"";
"SPC";"SPELLCHECK";"10";"SETUP_ERROR";"203";"Dictionary (id=%1$s) does not hold a command. Please specify a command in corresponding "spellcheck.cfg" file.";"";"";
"SPC";"SPELLCHECK";"10";"SETUP_ERROR";"204";"Missing SpellCheckConfig object.";"";"";
"SPC";"SPELLCHECK";"10";"SETUP_ERROR";"205";"User dictionary could not be found.";"";"";
"PERMISSION";"PERMISSION";"1";"USER_INPUT";"1";"No permission for modul: %s.";"TODO";"com.openexchange.api.OXPermissionException";
"PERMISSION";"PERMISSION";"3";"PERMISSION";"2";"No folder permission.";"TODO";"com.openexchange.api.OXPermissionException";
"DEL";"DELETE_EVENT";"8";"CODE_ERROR";"1";"Unknown delete event type: %d";"TODO";"com.openexchange.groupware.delete.DeleteFailedException";
"DEL";"DELETE_EVENT";"8";"CODE_ERROR";"2";"A SQL error occured: %s";"TODO";"com.openexchange.groupware.delete.DeleteFailedException";
